timestamp,level,code,message,location
2026-08-19 16:40:59,warn,HT71,HOT 53C,S6C01
2026-08-19 16:40:59,warn,HT72,HOT 52C,S6C02
2026-08-19 16:40:59,warn,HT73,HOT 54C,S6C03
2026-08-19 16:40:59,warn,HT74,HOT 53C,S6C04
2026-08-19 17:11:44,crit,F01,DV CRIT 0.218V,PACK
2026-08-19 17:11:44,warn,F02,TEMP HIGH 54C,S6C04
2026-08-19 17:11:44,warn,HT71,HOT 52C,S6C01
2026-08-19 17:11:44,warn,HT72,HOT 52C,S6C02
2026-08-19 17:11:44,warn,HT73,HOT 52C,S6C03
2026-08-19 17:11:44,warn,HT74,HOT 54C,S6C04
2026-08-19 21:28:33,crit,F01,DV CRIT 0.331V,PACK
2026-08-19 21:28:33,warn,F02,TEMP HIGH 54C,S6C03
2026-08-19 21:28:33,warn,HT71,HOT 53C,S6C01
2026-08-19 21:28:33,warn,HT72,HOT 53C,S6C02
2026-08-19 21:28:33,warn,HT73,HOT 54C,S6C03
2026-08-19 21:28:33,warn,HT74,HOT 53C,S6C04
2026-08-19 21:28:36,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:28:37,warn,HT74,HOT 52C,S6C04
2026-08-19 21:28:51,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:28:51,warn,HT71,HOT 54C,S6C01
2026-08-19 21:29:17,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:29:17,warn,HT74,HOT 54C,S6C04
2026-08-19 21:29:28,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:29:28,warn,HT72,HOT 53C,S6C02
2026-08-19 21:29:43,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:29:43,warn,HT72,HOT 53C,S6C02
2026-08-19 21:29:48,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:29:48,warn,HT71,HOT 52C,S6C01
2026-08-19 21:29:51,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:29:51,warn,HT71,HOT 54C,S6C01
2026-08-19 21:30:13,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:30:13,warn,HT73,HOT 54C,S6C03
2026-08-19 21:30:21,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:30:21,warn,HT72,HOT 53C,S6C02
2026-08-19 21:30:33,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:30:33,warn,HT73,HOT 54C,S6C03
2026-08-19 21:31:37,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:31:37,warn,HT72,HOT 53C,S6C02
2026-08-19 21:31:40,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:31:40,warn,HT73,HOT 53C,S6C03
2026-08-19 21:32:35,crit,OT71,OVERHEAT 56C,S6C01
2026-08-19 21:32:35,warn,HT71,HOT 53C,S6C01
2026-08-19 21:32:59,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:32:59,warn,HT71,HOT 54C,S6C01
2026-08-19 21:33:30,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:33:30,warn,HT71,HOT 53C,S6C01
2026-08-19 21:33:41,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:33:41,warn,HT71,HOT 53C,S6C01
2026-08-19 21:33:43,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:33:43,warn,HT71,HOT 53C,S6C01
2026-08-19 21:33:48,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:33:49,warn,HT73,HOT 54C,S6C03
2026-08-19 21:33:58,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:33:59,warn,HT74,HOT 53C,S6C04
2026-08-19 21:34:08,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:34:08,warn,HT71,HOT 53C,S6C01
2026-08-19 21:34:18,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:34:18,warn,HT73,HOT 54C,S6C03
2026-08-19 21:34:24,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:34:24,warn,HT73,HOT 52C,S6C03
2026-08-19 21:34:34,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:34:34,warn,HT72,HOT 53C,S6C02
2026-08-19 21:35:04,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:35:05,warn,HT74,HOT 53C,S6C04
2026-08-19 21:35:05,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:35:05,warn,HT72,HOT 53C,S6C02
2026-08-19 21:35:24,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:35:24,warn,HT74,HOT 53C,S6C04
2026-08-19 21:35:49,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:35:49,warn,HT73,HOT 52C,S6C03
2026-08-19 21:35:52,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:35:52,warn,HT74,HOT 52C,S6C04
2026-08-19 21:35:57,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:35:57,warn,HT71,HOT 53C,S6C01
2026-08-19 21:36:01,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:36:01,warn,HT73,HOT 52C,S6C03
2026-08-19 21:36:05,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:36:05,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:36:05,warn,HT71,HOT 53C,S6C01
2026-08-19 21:36:05,warn,HT72,HOT 53C,S6C02
2026-08-19 21:36:13,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:36:13,warn,HT71,HOT 54C,S6C01
2026-08-19 21:36:16,crit,OT71,OVERHEAT 56C,S6C01
2026-08-19 21:36:17,warn,HT71,HOT 53C,S6C01
2026-08-19 21:36:18,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:36:18,warn,HT71,HOT 53C,S6C01
2026-08-19 21:36:33,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:36:33,warn,HT73,HOT 53C,S6C03
2026-08-19 21:37:02,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:37:02,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:37:02,warn,HT72,HOT 53C,S6C02
2026-08-19 21:37:02,warn,HT74,HOT 53C,S6C04
2026-08-19 21:37:02,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:37:02,warn,HT71,HOT 53C,S6C01
2026-08-19 21:37:13,crit,OT71,OVERHEAT 56C,S6C01
2026-08-19 21:37:13,warn,HT71,HOT 53C,S6C01
2026-08-19 21:37:15,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:37:15,warn,HT72,HOT 53C,S6C02
2026-08-19 21:37:18,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:37:18,warn,HT73,HOT 53C,S6C03
2026-08-19 21:37:47,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:37:47,warn,HT73,HOT 53C,S6C03
2026-08-19 21:37:50,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:37:50,warn,HT74,HOT 54C,S6C04
2026-08-19 21:38:00,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:38:00,warn,HT74,HOT 52C,S6C04
2026-08-19 21:38:02,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:38:02,warn,HT73,HOT 54C,S6C03
2026-08-19 21:38:26,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:38:26,warn,HT71,HOT 53C,S6C01
2026-08-19 21:38:42,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:38:42,warn,HT71,HOT 52C,S6C01
2026-08-19 21:38:51,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:38:51,warn,HT73,HOT 52C,S6C03
2026-08-19 21:39:13,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:39:14,warn,HT74,HOT 53C,S6C04
2026-08-19 21:39:29,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:39:29,warn,HT71,HOT 53C,S6C01
2026-08-19 21:39:47,crit,OT71,OVERHEAT 56C,S6C01
2026-08-19 21:39:47,warn,HT71,HOT 53C,S6C01
2026-08-19 21:39:48,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:39:48,warn,HT73,HOT 53C,S6C03
2026-08-19 21:40:00,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:40:00,warn,HT74,HOT 53C,S6C04
2026-08-19 21:40:05,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:40:05,warn,HT74,HOT 53C,S6C04
2026-08-19 21:40:40,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:40:40,warn,HT71,HOT 53C,S6C01
2026-08-19 21:40:42,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:40:43,warn,HT73,HOT 54C,S6C03
2026-08-19 21:40:48,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:40:48,warn,HT72,HOT 52C,S6C02
2026-08-19 21:40:58,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:40:58,warn,HT73,HOT 52C,S6C03
2026-08-19 21:41:29,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:41:29,warn,HT73,HOT 53C,S6C03
2026-08-19 21:41:53,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:41:53,warn,HT71,HOT 53C,S6C01
2026-08-19 21:41:55,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:41:55,warn,HT74,HOT 53C,S6C04
2026-08-19 21:42:10,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:42:10,warn,HT72,HOT 53C,S6C02
2026-08-19 21:42:46,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:42:46,warn,HT71,HOT 52C,S6C01
2026-08-19 21:42:47,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:42:47,warn,HT74,HOT 53C,S6C04
2026-08-19 21:42:52,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:42:52,warn,HT71,HOT 54C,S6C01
2026-08-19 21:42:53,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:42:53,warn,HT74,HOT 53C,S6C04
2026-08-19 21:42:59,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:42:59,warn,HT74,HOT 53C,S6C04
2026-08-19 21:43:31,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:43:31,warn,HT73,HOT 53C,S6C03
2026-08-19 21:43:39,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:43:39,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:43:39,warn,HT72,HOT 53C,S6C02
2026-08-19 21:43:39,warn,HT71,HOT 54C,S6C01
2026-08-19 21:43:46,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:43:46,warn,HT72,HOT 52C,S6C02
2026-08-19 21:44:15,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:44:15,warn,HT73,HOT 52C,S6C03
2026-08-19 21:44:19,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:44:19,warn,HT74,HOT 52C,S6C04
2026-08-19 21:44:31,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:44:31,warn,HT73,HOT 53C,S6C03
2026-08-19 21:44:36,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:44:36,warn,HT73,HOT 53C,S6C03
2026-08-19 21:44:40,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:44:40,warn,HT74,HOT 54C,S6C04
2026-08-19 21:44:50,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:44:50,warn,HT72,HOT 52C,S6C02
2026-08-19 21:45:30,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:45:30,warn,HT72,HOT 53C,S6C02
2026-08-19 21:45:37,crit,OT72,OVERHEAT 56C,S6C02
2026-08-19 21:45:37,warn,HT72,HOT 52C,S6C02
2026-08-19 21:45:41,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:45:42,warn,HT74,HOT 53C,S6C04
2026-08-19 21:45:43,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:45:43,warn,HT74,HOT 54C,S6C04
2026-08-19 21:45:55,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:45:55,warn,HT73,HOT 53C,S6C03
2026-08-19 21:46:11,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:46:11,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:46:11,warn,HT74,HOT 53C,S6C04
2026-08-19 21:46:12,warn,HT72,HOT 52C,S6C02
2026-08-19 21:46:15,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:46:15,warn,HT74,HOT 53C,S6C04
2026-08-19 21:46:32,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:46:33,warn,HT71,HOT 52C,S6C01
2026-08-19 21:46:40,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:46:40,warn,HT71,HOT 53C,S6C01
2026-08-19 21:46:47,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:46:48,warn,HT71,HOT 54C,S6C01
2026-08-19 21:47:12,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:47:12,warn,HT74,HOT 53C,S6C04
2026-08-19 21:47:18,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:47:18,warn,HT71,HOT 53C,S6C01
2026-08-19 21:47:19,crit,OT72,OVERHEAT 56C,S6C02
2026-08-19 21:47:19,warn,HT72,HOT 52C,S6C02
2026-08-19 21:48:16,crit,OT73,OVERHEAT 56C,S6C03
2026-08-19 21:48:16,warn,HT73,HOT 53C,S6C03
2026-08-19 21:48:16,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:48:16,warn,HT71,HOT 53C,S6C01
2026-08-19 21:48:37,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:48:37,warn,HT72,HOT 52C,S6C02
2026-08-19 21:48:38,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:48:38,warn,HT74,HOT 54C,S6C04
2026-08-19 21:48:48,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:48:48,warn,HT72,HOT 53C,S6C02
2026-08-19 21:48:53,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:48:53,warn,HT73,HOT 53C,S6C03
2026-08-19 21:49:03,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:49:03,warn,HT71,HOT 52C,S6C01
2026-08-19 21:49:15,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:49:16,warn,HT72,HOT 53C,S6C02
2026-08-19 21:49:26,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:49:27,warn,HT74,HOT 52C,S6C04
2026-08-19 21:49:28,crit,OT71,OVERHEAT 56C,S6C01
2026-08-19 21:49:28,warn,HT71,HOT 52C,S6C01
2026-08-19 21:49:35,crit,OT72,OVERHEAT 56C,S6C02
2026-08-19 21:49:35,warn,HT72,HOT 53C,S6C02
2026-08-19 21:49:42,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:49:42,warn,HT71,HOT 53C,S6C01
2026-08-19 21:49:44,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:49:44,warn,HT71,HOT 54C,S6C01
2026-08-19 21:50:01,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:50:02,warn,HT74,HOT 53C,S6C04
2026-08-19 21:50:02,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:50:02,warn,HT71,HOT 55C,S6C01
2026-08-19 21:50:13,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:50:13,warn,HT74,HOT 53C,S6C04
2026-08-19 21:50:34,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:50:34,warn,HT72,HOT 53C,S6C02
2026-08-19 21:50:45,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:50:45,warn,HT72,HOT 52C,S6C02
2026-08-19 21:50:54,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:50:55,warn,HT73,HOT 52C,S6C03
2026-08-19 21:51:14,crit,F01,DV CRIT 0.169V,PACK
2026-08-19 21:51:14,warn,F02,TEMP HIGH 53C,S6C03
2026-08-19 21:51:14,warn,HT71,HOT 53C,S6C01
2026-08-19 21:51:14,warn,HT72,HOT 52C,S6C02
2026-08-19 21:51:14,warn,HT73,HOT 53C,S6C03
2026-08-19 21:51:14,warn,HT74,HOT 53C,S6C04
2026-08-19 21:51:23,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:51:24,warn,HT71,HOT 53C,S6C01
2026-08-19 21:51:25,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:51:25,warn,HT71,HOT 53C,S6C01
2026-08-19 21:51:30,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:51:31,warn,HT73,HOT 53C,S6C03
2026-08-19 21:51:55,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:51:55,warn,HT74,HOT 52C,S6C04
2026-08-19 21:51:55,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:51:55,warn,HT72,HOT 53C,S6C02
2026-08-19 21:52:05,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:52:05,warn,HT74,HOT 53C,S6C04
2026-08-19 21:52:07,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:52:07,warn,HT73,HOT 53C,S6C03
2026-08-19 21:52:20,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:52:20,warn,HT74,HOT 54C,S6C04
2026-08-19 21:52:33,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:52:33,warn,HT71,HOT 54C,S6C01
2026-08-19 21:52:42,crit,F01,DV CRIT 0.231V,PACK
2026-08-19 21:52:42,warn,F02,TEMP HIGH 55C,S6C02
2026-08-19 21:52:42,warn,HT71,HOT 52C,S6C01
2026-08-19 21:52:42,warn,HT72,HOT 55C,S6C02
2026-08-19 21:52:42,warn,HT73,HOT 52C,S6C03
2026-08-19 21:52:42,warn,HT74,HOT 54C,S6C04
2026-08-19 21:52:44,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:52:44,warn,HT74,HOT 52C,S6C04
2026-08-19 21:52:44,crit,F01,DV CRIT 0.220V,PACK
2026-08-19 21:52:44,warn,F02,TEMP HIGH 53C,S6C02
2026-08-19 21:52:44,warn,HT71,HOT 53C,S6C01
2026-08-19 21:52:44,warn,HT72,HOT 53C,S6C02
2026-08-19 21:52:44,warn,HT73,HOT 53C,S6C03
2026-08-19 21:52:44,warn,HT74,HOT 53C,S6C04
2026-08-19 21:52:55,crit,OT73,OVERHEAT 56C,S6C03
2026-08-19 21:52:55,warn,HT73,HOT 54C,S6C03
2026-08-19 21:53:02,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:53:03,warn,HT73,HOT 53C,S6C03
2026-08-19 21:53:22,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:53:22,warn,HT71,HOT 52C,S6C01
2026-08-19 21:53:23,crit,F01,DV CRIT 0.213V,PACK
2026-08-19 21:53:23,warn,F02,TEMP HIGH 54C,S6C02
2026-08-19 21:53:23,warn,HT71,HOT 53C,S6C01
2026-08-19 21:53:23,warn,HT72,HOT 54C,S6C02
2026-08-19 21:53:23,warn,HT73,HOT 53C,S6C03
2026-08-19 21:53:23,warn,HT74,HOT 52C,S6C04
2026-08-19 21:53:26,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:53:26,warn,HT71,HOT 53C,S6C01
2026-08-19 21:54:34,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:54:34,warn,HT71,HOT 53C,S6C01
2026-08-19 21:55:01,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:55:02,warn,HT73,HOT 54C,S6C03
2026-08-19 21:55:04,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:55:04,warn,HT74,HOT 54C,S6C04
2026-08-19 21:55:07,crit,OT73,OVERHEAT 55C,S6C03
2026-08-19 21:55:07,warn,HT73,HOT 54C,S6C03
2026-08-19 21:55:07,crit,OT71,OVERHEAT 56C,S6C01
2026-08-19 21:55:07,warn,HT71,HOT 52C,S6C01
2026-08-19 21:55:19,crit,OT71,OVERHEAT 56C,S6C01
2026-08-19 21:55:19,warn,HT71,HOT 52C,S6C01
2026-08-19 21:55:20,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:55:20,warn,HT72,HOT 52C,S6C02
2026-08-19 21:55:31,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:55:32,warn,HT71,HOT 52C,S6C01
2026-08-19 21:56:10,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:56:10,warn,HT74,HOT 54C,S6C04
2026-08-19 21:56:14,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:56:15,warn,HT72,HOT 52C,S6C02
2026-08-19 21:56:26,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:56:26,warn,HT74,HOT 52C,S6C04
2026-08-19 21:56:47,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:56:47,warn,HT74,HOT 53C,S6C04
2026-08-19 21:57:00,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:57:00,warn,HT72,HOT 52C,S6C02
2026-08-19 21:57:11,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:57:11,warn,HT74,HOT 52C,S6C04
2026-08-19 21:57:23,crit,OT72,OVERHEAT 56C,S6C02
2026-08-19 21:57:24,warn,HT72,HOT 52C,S6C02
2026-08-19 21:57:39,crit,OT73,OVERHEAT 56C,S6C03
2026-08-19 21:57:39,warn,HT73,HOT 54C,S6C03
2026-08-19 21:58:37,crit,OT74,OVERHEAT 56C,S6C04
2026-08-19 21:58:37,warn,HT74,HOT 53C,S6C04
2026-08-19 21:58:53,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 21:58:53,warn,HT71,HOT 52C,S6C01
2026-08-19 21:59:06,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:59:06,warn,HT72,HOT 54C,S6C02
2026-08-19 21:59:11,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 21:59:11,warn,HT74,HOT 52C,S6C04
2026-08-19 21:59:19,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:59:19,warn,HT72,HOT 54C,S6C02
2026-08-19 21:59:49,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 21:59:49,warn,HT72,HOT 53C,S6C02
2026-08-19 22:01:30,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 22:01:30,warn,HT72,HOT 53C,S6C02
2026-08-19 22:01:45,crit,F01,DV CRIT 0.170V,PACK
2026-08-19 22:01:45,warn,F02,TEMP HIGH 54C,S6C02
2026-08-19 22:01:45,warn,HT71,HOT 54C,S6C01
2026-08-19 22:01:45,warn,HT72,HOT 54C,S6C02
2026-08-19 22:01:45,warn,HT73,HOT 53C,S6C03
2026-08-19 22:01:45,warn,HT74,HOT 53C,S6C04
2026-08-19 22:01:51,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 22:01:51,warn,HT71,HOT 54C,S6C01
2026-08-19 22:03:51,crit,F01,DV CRIT 0.241V,PACK
2026-08-19 22:03:51,warn,F02,TEMP HIGH 53C,S6C04
2026-08-19 22:03:51,warn,HT71,HOT 52C,S6C01
2026-08-19 22:03:51,warn,HT72,HOT 52C,S6C02
2026-08-19 22:03:51,warn,HT73,HOT 53C,S6C03
2026-08-19 22:03:51,warn,HT74,HOT 53C,S6C04
2026-08-19 22:10:31,crit,F01,DV CRIT 0.216V,PACK
2026-08-19 22:10:31,warn,F02,TEMP HIGH 53C,S6C04
2026-08-19 22:10:31,warn,HT71,HOT 52C,S6C01
2026-08-19 22:10:31,warn,HT72,HOT 53C,S6C02
2026-08-19 22:10:31,warn,HT73,HOT 53C,S6C03
2026-08-19 22:10:31,warn,HT74,HOT 53C,S6C04
2026-08-19 22:14:39,crit,F01,DV CRIT 0.184V,PACK
2026-08-19 22:14:39,warn,F02,TEMP HIGH 53C,S6C01
2026-08-19 22:14:39,warn,HT71,HOT 53C,S6C01
2026-08-19 22:14:39,warn,HT72,HOT 53C,S6C02
2026-08-19 22:14:39,warn,HT73,HOT 52C,S6C03
2026-08-19 22:14:39,warn,HT74,HOT 52C,S6C04
2026-08-19 22:14:46,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 22:14:46,warn,HT72,HOT 53C,S6C02
2026-08-19 22:14:59,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 22:14:59,warn,HT74,HOT 52C,S6C04
2026-08-19 22:15:06,crit,OT74,OVERHEAT 55C,S6C04
2026-08-19 22:15:06,warn,HT74,HOT 53C,S6C04
2026-08-19 22:15:17,crit,OT73,OVERHEAT 56C,S6C03
2026-08-19 22:15:17,warn,HT73,HOT 53C,S6C03
2026-08-19 22:15:20,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 22:15:20,warn,HT71,HOT 54C,S6C01
2026-08-19 22:15:39,crit,OT72,OVERHEAT 55C,S6C02
2026-08-19 22:15:39,warn,HT72,HOT 53C,S6C02
2026-08-19 22:15:51,crit,OT71,OVERHEAT 55C,S6C01
2026-08-19 22:15:51,warn,HT71,HOT 53C,S6C01
2026-08-19 22:16:00,crit,OT71,OVERHEAT 55C,S6C01
